RecordID,lpep_pickup_date,lpep_dropoff_date
55340,2023-02-26,2023-02-26
25247,2023-02-12,2023-02-12
49673,2023-02-23,2023-02-23
58343,2023-02-28,2023-02-28
27562,2023-02-13,2023-02-13
2653,2023-01-26,2023-01-26
16968,2023-02-08,2023-02-08
63272,2023-02-19,2023-02-19
33506,2023-02-16,2023-02-16
31845,2023-02-15,2023-02-15
26537,2023-02-13,2023-02-13
60177,2023-02-02,2023-02-02
51367,2023-02-24,2023-02-24
54385,2023-02-26,2023-02-26
19877,2023-02-10,2023-02-10
63425,2023-02-20,2023-02-20
31234,2023-02-15,2023-02-15
23465,2023-02-11,2023-02-11
38232,2023-02-18,2023-02-18
58435,2023-02-28,2023-02-28
59514,2023-02-28,2023-02-28
14315,2023-02-07,2023-02-07
33075,2023-02-16,2023-02-16
9127,2023-02-05,2023-02-05
18470,2023-02-09,2023-02-09
9158,2023-02-05,2023-02-05
49532,2023-02-23,2023-02-23
6214,2023-02-03,2023-02-03
40525,2023-02-19,2023-02-19
52389,2023-02-25,2023-02-25
16417,2023-02-08,2023-02-08
64701,2023-02-28,2023-02-28
59621,2023-02-28,2023-02-28
34902,2023-02-16,2023-02-16
64407,2023-02-26,2023-02-26
46214,2023-02-22,2023-02-22
53098,2023-02-25,2023-02-25
39446,2023-02-18,2023-02-18
59124,2023-02-28,2023-02-28
9631,2023-02-05,2023-02-05
20325,2023-02-10,2023-02-10
6472,2023-02-03,2023-02-03
47830,2023-02-23,2023-02-23
4832,2023-02-03,2023-02-03
58906,2023-02-28,2023-02-28
55736,2023-02-27,2023-02-27
44825,2023-02-21,2023-02-21
21639,2023-02-10,2023-02-10
30942,2023-02-15,2023-02-15
36687,2023-02-17,2023-02-17
6599,2023-02-03,2023-02-03
23186,2023-02-11,2023-02-11
28453,2023-02-14,2023-02-14
20722,2023-02-10,2023-02-10
40035,2023-02-19,2023-02-19
41970,2023-02-20,2023-02-20
59835,2023-02-28,2023-02-28
13400,2023-02-07,2023-02-07
63347,2023-02-19,2023-02-19
36210,2023-02-17,2023-02-17
31261,2023-02-15,2023-02-15
29012,2023-02-14,2023-02-14
56708,2023-02-27,2023-02-27
34167,2023-02-16,2023-02-16
17071,2023-02-08,2023-02-08
4081,2023-02-02,2023-02-02
52758,2023-02-25,2023-02-25
60192,2023-02-02,2023-02-02
35959,2023-02-17,2023-02-17
60030,2023-02-01,2023-02-01
920,2023-02-01,2023-02-01
6112,2023-02-03,2023-02-03
47166,2023-02-22,2023-02-22
55056,2023-02-26,2023-02-26
26137,2023-02-13,2023-02-13
46547,2023-02-22,2023-02-22
54057,2023-02-25,2023-02-25
51448,2023-02-24,2023-02-24
43788,2023-02-21,2023-02-21
40977,2023-02-19,2023-02-19
74,2023-02-01,2023-02-01
40101,2023-02-19,2023-02-19
32347,2023-02-15,2023-02-15
54267,2023-02-26,2023-02-26
56859,2023-02-27,2023-02-27
21832,2023-02-10,2023-02-10
15984,2023-02-08,2023-02-08
47859,2023-02-23,2023-02-23
21312,2023-02-10,2023-02-10
46113,2023-02-22,2023-02-22
57047,2023-02-27,2023-02-27
4127,2023-02-02,2023-02-02
12521,2023-02-06,2023-02-06
60097,2023-02-01,2023-02-01
37192,2023-02-17,2023-02-17
14529,2023-02-07,2023-02-07
15637,2023-02-08,2023-02-08
52648,2023-02-25,2023-02-25
63408,2023-02-20,2023-02-20
9338,2023-02-05,2023-02-05
52637,2023-02-25,2023-02-25
35585,2023-02-17,2023-02-17
29358,2023-02-14,2023-02-14
5977,2023-02-03,2023-02-03
5272,2023-02-03,2023-02-03
20975,2023-02-10,2023-02-10
57349,2023-02-27,2023-02-27
33288,2023-02-16,2023-02-16
61134,2023-02-07,2023-02-07
32065,2023-02-15,2023-02-15
7147,2023-02-03,2023-02-03
19755,2023-02-09,2023-02-09
36127,2023-02-17,2023-02-17
19076,2023-02-09,2023-02-09
46305,2023-02-22,2023-02-22
8179,2023-02-04,2023-02-04
35877,2023-02-17,2023-02-17
21807,2023-02-10,2023-02-10
53376,2023-02-25,2023-02-25
60440,2023-02-03,2023-02-03
35408,2023-02-17,2023-02-17
13317,2023-02-07,2023-02-07
63166,2023-02-18,2023-02-18
52391,2023-02-25,2023-02-25
39530,2023-02-18,2023-02-19
35863,2023-02-17,2023-02-17
38510,2023-02-18,2023-02-18
18851,2023-02-09,2023-02-09
29162,2023-02-14,2023-02-14
6005,2023-02-03,2023-02-03
39078,2023-02-18,2023-02-18
52293,2023-02-25,2023-02-25
25224,2023-02-12,2023-02-12
20777,2023-02-10,2023-02-10
37725,2023-02-18,2023-02-18
15866,2023-02-08,2023-02-08
19027,2023-02-09,2023-02-09
12050,2023-02-06,2023-02-06
12411,2023-02-06,2023-02-06
53835,2023-02-25,2023-02-25
12237,2023-02-06,2023-02-06
2160,2023-02-01,2023-02-01
40158,2023-02-19,2023-02-19
64310,2023-02-25,2023-02-25
43034,2023-02-21,2023-02-21
17043,2023-02-08,2023-02-08
31229,2023-02-15,2023-02-15
4527,2023-02-02,2023-02-02
5886,2023-02-03,2023-02-03
44480,2023-02-21,2023-02-21
49650,2023-02-23,2023-02-23
8534,2023-02-04,2023-02-04
57460,2023-02-27,2023-02-27
9800,2023-02-05,2023-02-05
60514,2023-02-03,2023-02-03
2532,2023-02-02,2023-02-02
55211,2023-02-26,2023-02-26
5259,2023-02-03,2023-02-03
58862,2023-02-28,2023-02-28
45830,2023-02-22,2023-02-22
60495,2023-02-03,2023-02-03
54352,2023-02-26,2023-02-26
35428,2023-02-17,2023-02-17
44793,2023-02-21,2023-02-21
25643,2023-02-12,2023-02-12
54910,2023-02-26,2023-02-26
46221,2023-02-22,2023-02-22
34378,2023-02-16,2023-02-16
18063,2023-02-09,2023-02-09
34196,2023-02-16,2023-02-16
53190,2023-02-25,2023-02-25
15433,2023-02-08,2023-02-08
55671,2023-02-26,2023-02-26
14103,2023-02-07,2023-02-07
58657,2023-02-28,2023-02-28
44530,2023-02-21,2023-02-21
38653,2023-02-18,2023-02-18
54084,2023-02-25,2023-02-25
62243,2023-02-13,2023-02-13
27487,2023-02-13,2023-02-13
37990,2023-02-18,2023-02-18
18036,2023-02-09,2023-02-09
29528,2023-02-14,2023-02-14
32286,2023-02-15,2023-02-15
43269,2023-02-21,2023-02-21
42021,2023-02-20,2023-02-20
45889,2023-02-22,2023-02-22
60092,2023-02-01,2023-02-01
64386,2023-02-26,2023-02-26
51991,2023-02-24,2023-02-24
23420,2023-02-11,2023-02-11
5398,2023-02-03,2023-02-03
21254,2023-02-10,2023-02-10
40159,2023-02-19,2023-02-19
7559,2023-02-04,2023-02-04
31879,2023-02-15,2023-02-15
38474,2023-02-18,2023-02-18
41297,2023-02-20,2023-02-20
21972,2023-02-10,2023-02-10
55383,2023-02-26,2023-02-26
12476,2023-02-06,2023-02-06
15927,2023-02-08,2023-02-08
1062,2023-02-01,2023-02-01
47938,2023-02-23,2023-02-23
17762,2023-02-09,2023-02-09
7676,2023-02-04,2023-02-04
46224,2023-02-22,2023-02-22
14448,2023-02-07,2023-02-07
24383,2023-02-12,2023-02-12
52073,2023-02-24,2023-02-24
11172,2023-02-06,2023-02-06
21793,2023-02-10,2023-02-10
27926,2023-02-13,2023-02-13
53471,2023-02-25,2023-02-25
4075,2023-02-02,2023-02-02
6593,2023-02-03,2023-02-03
51322,2023-02-24,2023-02-24
9591,2023-02-05,2023-02-05
56054,2023-02-27,2023-02-27
45722,2023-02-22,2023-02-22
14337,2023-02-07,2023-02-07
2964,2023-02-02,2023-02-02
53550,2023-02-25,2023-02-25
37608,2023-02-18,2023-02-18
41563,2023-02-20,2023-02-20
59638,2023-02-28,2023-02-28
61375,2023-02-08,2023-02-08
35009,2023-02-16,2023-02-16
39463,2023-02-18,2023-02-18
44603,2023-02-21,2023-02-21
4849,2023-02-03,2023-02-03
1749,2023-02-01,2023-02-01
8155,2023-02-04,2023-02-04
41615,2023-02-20,2023-02-20
12354,2023-02-06,2023-02-06
39736,2023-02-19,2023-02-19
54400,2023-02-26,2023-02-26
37745,2023-02-18,2023-02-18
7844,2023-02-04,2023-02-04
25638,2023-02-12,2023-02-12
5998,2023-02-03,2023-02-03
24257,2023-02-12,2023-02-12
54646,2023-02-26,2023-02-26
64259,2023-02-25,2023-02-25
7605,2023-02-04,2023-02-04
2384,2023-02-02,2023-02-02
39682,2023-02-19,2023-02-19
1417,2023-02-01,2023-02-01
12752,2023-02-07,2023-02-07
62982,2023-02-17,2023-02-17
63615,2023-02-21,2023-02-21
12122,2023-02-06,2023-02-06
47062,2023-02-22,2023-02-22
8119,2023-02-04,2023-02-04
31407,2023-02-15,2023-02-15
13800,2023-02-07,2023-02-07
47654,2023-02-23,2023-02-23
52477,2023-02-25,2023-02-25
4003,2023-02-02,2023-02-02
61405,2023-02-08,2023-02-08
44521,2023-02-21,2023-02-21
1493,2023-02-01,2023-02-01
35667,2023-02-17,2023-02-17
27893,2023-02-13,2023-02-13
40671,2023-02-19,2023-02-19
6651,2023-02-03,2023-02-03
54781,2023-02-26,2023-02-26
17034,2023-02-08,2023-02-08
4587,2023-02-02,2023-02-02
14472,2023-02-07,2023-02-07
4716,2023-02-02,2023-02-02
42396,2023-02-20,2023-02-20
19730,2023-02-09,2023-02-09
22956,2023-02-11,2023-02-11
28578,2023-02-14,2023-02-14
11817,2023-02-06,2023-02-06
4000,2023-02-02,2023-02-02
33006,2023-02-16,2023-02-16
30613,2023-02-15,2023-02-15
2580,2023-02-02,2023-02-02
39091,2023-02-18,2023-02-18
6613,2023-02-03,2023-02-03
64649,2023-02-28,2023-02-28
25642,2023-02-12,2023-02-12
13064,2023-02-07,2023-02-07
17048,2023-02-08,2023-02-08
23498,2023-02-11,2023-02-11
59270,2023-02-28,2023-02-28
47946,2023-02-23,2023-02-23
30816,2023-02-15,2023-02-15
54940,2023-02-26,2023-02-26
59133,2023-02-28,2023-02-28
60193,2023-02-02,2023-02-02
37340,2023-02-17,2023-02-17
11103,2023-02-06,2023-02-06
45724,2023-02-22,2023-02-22
44082,2023-02-21,2023-02-21
13330,2023-02-07,2023-02-07
63343,2023-02-19,2023-02-19
50288,2023-02-24,2023-02-24
3804,2023-02-02,2023-02-02
51684,2023-02-24,2023-02-24
44315,2023-02-21,2023-02-21
10368,2023-02-05,2023-02-05
55405,2023-02-26,2023-02-26
10613,2023-02-06,2023-02-06
22433,2023-02-11,2023-02-11
34699,2023-02-16,2023-02-16
16429,2023-02-08,2023-02-08
7681,2023-02-04,2023-02-04
39111,2023-02-18,2023-02-18
60386,2023-02-03,2023-02-03
28987,2023-02-14,2023-02-14
43621,2023-02-21,2023-02-21
11456,2023-02-06,2023-02-06
865,2023-02-01,2023-02-01
30908,2023-02-15,2023-02-15
44648,2023-02-21,2023-02-21
26863,2023-02-13,2023-02-13
58988,2023-02-28,2023-02-28
37297,2023-02-17,2023-02-17
57331,2023-02-27,2023-02-27
33331,2023-02-16,2023-02-16
60130,2023-02-01,2023-02-01
20410,2023-02-10,2023-02-10
42528,2023-02-20,2023-02-20
23406,2023-02-11,2023-02-11
25470,2023-02-12,2023-02-12
54896,2023-02-26,2023-02-26
43097,2023-02-21,2023-02-21
16445,2023-02-08,2023-02-08
10054,2023-02-05,2023-02-05
36739,2023-02-17,2023-02-17
45273,2023-02-22,2023-02-22
815,2023-02-01,2023-02-01
30012,2023-02-14,2023-02-14
48599,2023-02-23,2023-02-23
5182,2023-02-03,2023-02-03
22014,2023-02-10,2023-02-10
48432,2023-02-23,2023-02-23
2994,2023-02-02,2023-02-02
35672,2023-02-17,2023-02-17
18407,2023-02-09,2023-02-09
8836,2023-02-04,2023-02-04
15737,2023-02-08,2023-02-08
49949,2023-02-24,2023-02-24
62464,2023-02-14,2023-02-14
31577,2023-02-15,2023-02-15
23083,2023-02-11,2023-02-11
39985,2023-02-19,2023-02-19
18866,2023-02-09,2023-02-09
44132,2023-02-21,2023-02-21
23540,2023-02-11,2023-02-11
38684,2023-02-18,2023-02-18
62056,2023-02-12,2023-02-12
58454,2023-02-28,2023-02-28
41533,2023-02-20,2023-02-20
55952,2023-02-27,2023-02-27
40702,2023-02-19,2023-02-19
8673,2023-02-04,2023-02-04
46898,2023-02-22,2023-02-22
20335,2023-02-10,2023-02-10
25429,2023-02-12,2023-02-12
49052,2023-02-23,2023-02-23
27159,2023-02-13,2023-02-13
54322,2023-02-26,2023-02-26
42652,2023-02-20,2023-02-20
5290,2023-02-03,2023-02-03
99,2023-02-01,2023-02-01
38966,2023-02-18,2023-02-18
12603,2023-02-06,2023-02-06
45782,2023-02-22,2023-02-22
21915,2023-02-10,2023-02-10
10490,2023-02-05,2023-02-05
15690,2023-02-08,2023-02-08
14620,2023-02-07,2023-02-07
41772,2023-02-20,2023-02-20
29368,2023-02-14,2023-02-14
24815,2023-02-12,2023-02-12
46553,2023-02-22,2023-02-22
57371,2023-02-27,2023-02-27
44156,2023-02-21,2023-02-21
37234,2023-02-17,2023-02-17
57313,2023-02-27,2023-02-27
27158,2023-02-13,2023-02-13
2067,2023-02-01,2023-02-01
26362,2023-02-13,2023-02-13
57126,2023-02-27,2023-02-27
45995,2023-02-22,2023-02-22
37189,2023-02-17,2023-02-17
27408,2023-02-13,2023-02-13
50605,2023-02-24,2023-02-24
43397,2023-02-21,2023-02-21
46465,2023-02-22,2023-02-22
3065,2023-02-02,2023-02-02
10857,2023-02-06,2023-02-06
29186,2023-02-14,2023-02-14
4186,2023-02-02,2023-02-02
16988,2023-02-08,2023-02-08
45974,2023-02-22,2023-02-22
10334,2023-02-05,2023-02-05
29252,2023-02-14,2023-02-14
34575,2023-02-16,2023-02-16
57995,2023-02-28,2023-02-28
31933,2023-02-15,2023-02-15
59509,2023-02-28,2023-02-28
36792,2023-02-17,2023-02-17
39582,2023-02-18,2023-02-19
49511,2023-02-23,2023-02-23
4,2023-02-01,2023-02-01
57925,2023-02-27,2023-02-28
2550,2023-02-02,2023-02-02
32412,2023-02-15,2023-02-15
21361,2023-02-10,2023-02-10
20451,2023-02-10,2023-02-10
54901,2023-02-26,2023-02-26
30598,2023-02-15,2023-02-15
3267,2023-02-02,2023-02-02
53021,2023-02-25,2023-02-25
53917,2023-02-25,2023-02-25
57345,2023-02-27,2023-02-27
63843,2023-02-23,2023-02-23
53242,2023-02-25,2023-02-25
27206,2023-02-13,2023-02-13
12320,2023-02-06,2023-02-06
35950,2023-02-17,2023-02-17
63113,2023-02-18,2023-02-18
41490,2023-02-20,2023-02-20
64131,2023-02-24,2023-02-24
5470,2023-02-03,2023-02-03
54883,2023-02-26,2023-02-26
47549,2023-02-23,2023-02-23
8553,2023-02-04,2023-02-04
965,2023-02-01,2023-02-01
26333,2023-02-13,2023-02-13
62229,2023-02-13,2023-02-13
44467,2023-02-21,2023-02-21
27360,2023-02-13,2023-02-13
20720,2023-02-10,2023-02-10
222,2023-02-01,2023-02-01
13993,2023-02-07,2023-02-07
936,2023-02-01,2023-02-01
47010,2023-02-22,2023-02-22
49463,2023-02-23,2023-02-23
154,2023-02-01,2023-02-01
64241,2023-02-25,2023-02-25
53918,2023-02-25,2023-02-25
44286,2023-02-21,2023-02-21
34625,2023-02-16,2023-02-16
40112,2023-02-19,2023-02-19
6408,2023-02-03,2023-02-03
12481,2023-02-06,2023-02-06
7792,2023-02-04,2023-02-04
39869,2023-02-19,2023-02-19
42550,2023-02-20,2023-02-20
13009,2023-02-07,2023-02-07
57255,2023-02-27,2023-02-27
19819,2023-02-10,2023-02-10
18348,2023-02-09,2023-02-09
45124,2023-02-22,2023-02-22
64127,2023-02-24,2023-02-24
11942,2023-02-06,2023-02-06
6565,2023-02-03,2023-02-03
31169,2023-02-15,2023-02-15
55963,2023-02-27,2023-02-27
60474,2023-02-03,2023-02-03
25997,2023-02-13,2023-02-13
41132,2023-02-19,2023-02-19
5331,2023-02-03,2023-02-03
1431,2023-02-01,2023-02-01
18003,2023-02-09,2023-02-09
59892,2023-02-28,2023-02-28
29686,2023-02-14,2023-02-14
52417,2023-02-25,2023-02-25
51926,2023-02-24,2023-02-24
7587,2023-02-04,2023-02-04
56450,2023-02-27,2023-02-27
16809,2023-02-08,2023-02-08
8743,2023-02-04,2023-02-04
42832,2023-02-20,2023-02-20
34135,2023-02-16,2023-02-16
53560,2023-02-25,2023-02-25
42649,2023-02-20,2023-02-20
42266,2023-02-20,2023-02-20
22744,2023-02-11,2023-02-11
7543,2023-02-04,2023-02-04
57138,2023-02-27,2023-02-27
10121,2023-02-05,2023-02-05
18245,2023-02-09,2023-02-09
55786,2023-02-27,2023-02-27
1217,2023-02-01,2023-02-01
2772,2023-02-02,2023-02-02
2664,2023-02-02,2023-02-02
13483,2023-02-07,2023-02-07
44629,2023-02-21,2023-02-21
17017,2023-02-08,2023-02-08
36592,2023-02-17,2023-02-17
20625,2023-02-10,2023-02-10
62029,2023-02-11,2023-02-12
24044,2023-02-11,2023-02-11
61501,2023-02-09,2023-02-09
64419,2023-02-26,2023-02-26
59628,2023-02-28,2023-02-28
55668,2023-02-26,2023-02-26
2752,2023-02-02,2023-02-02
55467,2023-02-26,2023-02-26
49095,2023-02-23,2023-02-23
62993,2023-02-17,2023-02-17
45962,2023-02-22,2023-02-22
39819,2023-02-19,2023-02-19
42949,2023-02-21,2023-02-21
32406,2023-02-15,2023-02-15
46685,2023-02-22,2023-02-22
42214,2023-02-20,2023-02-20
59160,2023-02-28,2023-02-28
30059,2023-02-14,2023-02-14
41952,2023-02-20,2023-02-20
28537,2023-02-14,2023-02-14
24408,2023-02-12,2023-02-12
57108,2023-02-27,2023-02-27
35253,2023-02-17,2023-02-17
11684,2023-02-06,2023-02-06
13621,2023-02-07,2023-02-07
24613,2023-02-12,2023-02-12
38477,2023-02-18,2023-02-18
19073,2023-02-09,2023-02-09
583,2023-02-01,2023-02-01
9073,2023-02-05,2023-02-05
9897,2023-02-05,2023-02-05
17784,2023-02-09,2023-02-09
21850,2023-02-10,2023-02-10
22119,2023-02-10,2023-02-10
51748,2023-02-24,2023-02-24
24064,2023-02-11,2023-02-11
47087,2023-02-22,2023-02-22
6141,2023-02-03,2023-02-03
22167,2023-02-10,2023-02-11
51079,2023-02-24,2023-02-24
40667,2023-02-19,2023-02-19
2337,2023-02-01,2023-02-02
2700,2023-02-02,2023-02-02
17669,2023-02-09,2023-02-09
10738,2023-02-06,2023-02-06
9792,2023-02-05,2023-02-05
38237,2023-02-18,2023-02-18
18974,2023-02-09,2023-02-09
23652,2023-02-11,2023-02-11
25873,2023-02-12,2023-02-12
35945,2023-02-17,2023-02-17
8496,2023-02-04,2023-02-04
19228,2023-02-09,2023-02-09
7529,2023-02-04,2023-02-04
31330,2023-02-15,2023-02-15
47875,2023-02-23,2023-02-23
15709,2023-02-08,2023-02-08
61194,2023-02-07,2023-02-07
3162,2023-02-02,2023-02-02
20177,2023-02-10,2023-02-10
11769,2023-02-06,2023-02-06
56166,2023-02-27,2023-02-27
34278,2023-02-16,2023-02-16
47753,2023-02-23,2023-02-23
4644,2023-02-02,2023-02-02
19835,2023-02-10,2023-02-10
26422,2023-02-13,2023-02-13
54759,2023-02-26,2023-02-26
21529,2023-02-10,2023-02-10
19610,2023-02-09,2023-02-09
27179,2023-02-13,2023-02-13
7120,2023-02-03,2023-02-03
6514,2023-02-03,2023-02-03
36754,2023-02-17,2023-02-17
59549,2023-02-28,2023-02-28
31534,2023-02-15,2023-02-15
31064,2023-02-15,2023-02-15
22090,2023-02-10,2023-02-10
55105,2023-02-26,2023-02-26
52289,2023-02-25,2023-02-25
63978,2023-02-23,2023-02-23
53236,2023-02-25,2023-02-25
22521,2023-02-11,2023-02-11
8147,2023-02-04,2023-02-04
31397,2023-02-15,2023-02-15
7602,2023-02-04,2023-02-04
45848,2023-02-22,2023-02-22
32619,2023-02-15,2023-02-15
27953,2023-02-13,2023-02-13
2478,2023-02-02,2023-02-02
19785,2023-02-09,2023-02-09
21959,2023-02-10,2023-02-10
48152,2023-02-23,2023-02-23
45030,2023-02-21,2023-02-21
58615,2023-02-28,2023-02-28
10201,2023-02-05,2023-02-05
60272,2023-02-02,2023-02-02
10915,2023-02-06,2023-02-06
41074,2023-02-19,2023-02-19
36994,2023-02-17,2023-02-17
64285,2023-02-25,2023-02-25
52829,2023-02-25,2023-02-25
63868,2023-02-23,2023-02-23
41869,2023-02-20,2023-02-20
5696,2023-02-03,2023-02-03
4314,2023-02-02,2023-02-02
52938,2023-02-25,2023-02-25
5548,2023-02-03,2023-02-03
12978,2023-02-07,2023-02-07
49143,2023-02-23,2023-02-23
14487,2023-02-07,2023-02-07
4007,2023-02-02,2023-02-02
25219,2023-02-12,2023-02-12
514,2023-02-01,2023-02-01
6427,2023-02-03,2023-02-03
25808,2023-02-12,2023-02-12
36469,2023-02-17,2023-02-17
34013,2023-02-16,2023-02-16
18993,2023-02-09,2023-02-09
29395,2023-02-14,2023-02-14
60303,2023-02-02,2023-02-02
32022,2023-02-15,2023-02-15
51661,2023-02-24,2023-02-24
38331,2023-02-18,2023-02-18
46819,2023-02-22,2023-02-22
44518,2023-02-21,2023-02-21
14237,2023-02-07,2023-02-07
27724,2023-02-13,2023-02-13
5482,2023-02-03,2023-02-03
24138,2023-02-11,2023-02-11
14426,2023-02-07,2023-02-07
17099,2023-02-08,2023-02-08
38353,2023-02-18,2023-02-18
50928,2023-02-24,2023-02-24
10917,2023-02-06,2023-02-06
28260,2023-02-14,2023-02-14
12579,2023-02-06,2023-02-06
23495,2023-02-11,2023-02-11
7537,2023-02-04,2023-02-04
4184,2023-02-02,2023-02-02
53869,2023-02-25,2023-02-25
56595,2023-02-27,2023-02-27
55892,2023-02-27,2023-02-27
46006,2023-02-22,2023-02-22
1810,2023-02-01,2023-02-01
59179,2023-02-28,2023-02-28
34459,2023-02-16,2023-02-16
29596,2023-02-14,2023-02-14
49311,2023-02-23,2023-02-23
44362,2023-02-21,2023-02-21
13217,2023-02-07,2023-02-07
64356,2023-02-26,2023-02-26
32577,2023-02-15,2023-02-15
26080,2023-02-13,2023-02-13
16808,2023-02-08,2023-02-08
13581,2023-02-07,2023-02-07
42008,2023-02-20,2023-02-20
2759,2023-02-02,2023-02-02
62125,2023-02-12,2023-02-12
52260,2023-02-25,2023-02-25
14148,2023-02-07,2023-02-07
40856,2023-02-19,2023-02-19
64591,2023-02-27,2023-02-27
6857,2023-02-03,2023-02-03
12974,2023-02-07,2023-02-07
30042,2023-02-14,2023-02-14
24774,2023-02-12,2023-02-12
23700,2023-02-11,2023-02-11
35808,2023-02-17,2023-02-17
54197,2023-02-26,2023-02-26
9917,2023-02-05,2023-02-05
6864,2023-02-03,2023-02-03
39075,2023-02-18,2023-02-18
31975,2023-02-15,2023-02-15
9725,2023-02-05,2023-02-05
36956,2023-02-17,2023-02-17
26601,2023-02-13,2023-02-13
41835,2023-02-20,2023-02-20
44559,2023-02-21,2023-02-21
27737,2023-02-13,2023-02-13
57518,2023-02-27,2023-02-27
34159,2023-02-16,2023-02-16
32466,2023-02-15,2023-02-15
44519,2023-02-21,2023-02-21
60099,2023-02-01,2023-02-01
58181,2023-02-28,2023-02-28
21132,2023-02-10,2023-02-10
54626,2023-02-26,2023-02-26
32665,2023-02-15,2023-02-16
32679,2023-02-15,2023-02-15
41619,2023-02-20,2023-02-20
43913,2023-02-21,2023-02-21
57324,2023-02-27,2023-02-27
13237,2023-02-07,2023-02-07
35573,2023-02-17,2023-02-17
39961,2023-02-19,2023-02-19
61034,2023-02-06,2023-02-06
64588,2023-02-27,2023-02-27
636,2023-02-01,2023-02-01
22296,2023-02-11,2023-02-11
46241,2023-02-22,2023-02-22
63082,2023-02-17,2023-02-17
48957,2023-02-23,2023-02-23
58917,2023-02-28,2023-02-28
20857,2023-02-10,2023-02-10
53616,2023-02-25,2023-02-25
21091,2023-02-10,2023-02-10
2324,2023-02-01,2023-02-02
34413,2023-02-16,2023-02-16
9723,2023-02-05,2023-02-05
57310,2023-02-27,2023-02-27
16835,2023-02-08,2023-02-08
39491,2023-02-18,2023-02-18
51391,2023-02-24,2023-02-24
10217,2023-02-05,2023-02-05
55203,2023-02-26,2023-02-26
24838,2023-02-12,2023-02-12
38204,2023-02-18,2023-02-18
19292,2023-02-09,2023-02-09
47063,2023-02-22,2023-02-22
46292,2023-02-22,2023-02-22
52891,2023-02-25,2023-02-25
30830,2023-02-15,2023-02-15
4348,2023-02-02,2023-02-02
52425,2023-02-25,2023-02-25
5547,2023-02-03,2023-02-03
33851,2023-02-16,2023-02-16
56943,2023-02-27,2023-02-27
59999,2023-02-01,2023-02-01
2583,2023-02-02,2023-02-02
64087,2023-02-24,2023-02-24
14751,2023-02-07,2023-02-07
8552,2023-02-04,2023-02-04
2662,2023-02-02,2023-02-02
19690,2023-02-09,2023-02-09
1001,2023-02-01,2023-02-01
49735,2023-02-24,2023-02-24
55309,2023-02-26,2023-02-26
29398,2023-02-14,2023-02-14
21665,2023-02-10,2023-02-10
56485,2023-02-27,2023-02-27
10530,2023-02-06,2023-02-06
52471,2023-02-25,2023-02-25
9753,2023-02-05,2023-02-05
56930,2023-02-27,2023-02-27
42997,2023-02-21,2023-02-21
30194,2023-02-14,2023-02-14
63478,2023-02-20,2023-02-20
24334,2023-02-12,2023-02-12
33095,2023-02-16,2023-02-16
25049,2023-02-12,2023-02-12
59053,2023-02-28,2023-02-28
34721,2023-02-16,2023-02-16
32927,2023-02-16,2023-02-16
2203,2023-02-01,2023-02-01
37609,2023-02-18,2023-02-18
5940,2023-02-03,2023-02-03
44470,2023-02-21,2023-02-21
52045,2023-02-24,2023-02-24
52763,2023-02-25,2023-02-25
33947,2023-02-16,2023-02-16
49666,2023-02-23,2023-02-23
39330,2023-02-18,2023-02-18
5004,2023-02-03,2023-02-03
48953,2023-02-23,2023-02-23
27942,2023-02-13,2023-02-13
59361,2023-02-28,2023-02-28
49454,2023-02-23,2023-02-23
13507,2023-02-07,2023-02-07
18983,2023-02-09,2023-02-09
35089,2023-02-16,2023-02-16
59057,2023-02-28,2023-02-28
39230,2023-02-18,2023-02-18
27383,2023-02-13,2023-02-13
54112,2023-02-26,2023-02-26
63736,2023-02-22,2023-02-22
31602,2023-02-15,2023-02-15
55410,2023-02-26,2023-02-26
51841,2023-02-24,2023-02-24
63716,2023-02-22,2023-02-22
25465,2023-02-12,2023-02-12
39808,2023-02-19,2023-02-19
38429,2023-02-18,2023-02-18
15307,2023-02-08,2023-02-08
55791,2023-02-27,2023-02-27
56674,2023-02-27,2023-02-27
52301,2023-02-25,2023-02-25
1342,2023-02-01,2023-02-01
43056,2023-02-21,2023-02-21
58016,2023-02-28,2023-02-28
15,2023-02-01,2023-02-01
48545,2023-02-23,2023-02-23
11925,2023-02-06,2023-02-06
19820,2023-02-10,2023-02-10
33217,2023-02-16,2023-02-16
37372,2023-02-17,2023-02-17
16676,2023-02-08,2023-02-08
21802,2023-02-10,2023-02-10
4300,2023-02-02,2023-02-02
32342,2023-02-15,2023-02-15
56353,2023-02-27,2023-02-27
17170,2023-02-08,2023-02-08
61796,2023-02-10,2023-02-10
54068,2023-02-25,2023-02-25
19844,2023-02-10,2023-02-10
50625,2023-02-24,2023-02-24
26743,2023-02-13,2023-02-13
25176,2023-02-12,2023-02-12
53086,2023-02-25,2023-02-25
25144,2023-02-12,2023-02-12
4080,2023-02-02,2023-02-02
10734,2023-02-06,2023-02-06
42007,2023-02-20,2023-02-20
61310,2023-02-08,2023-02-08
8344,2023-02-04,2023-02-04
15659,2023-02-08,2023-02-08
18814,2023-02-09,2023-02-09
47805,2023-02-23,2023-02-23
54390,2023-02-26,2023-02-26
21890,2023-02-10,2023-02-10
3639,2023-02-02,2023-02-02
61725,2023-02-10,2023-02-10
2354,2023-02-01,2023-02-01
31544,2023-02-15,2023-02-15
