RecordID,lpep_pickup_date,lpep_dropoff_date
33521,2023-02-16,2023-02-16
3922,2023-02-02,2023-02-02
10676,2023-02-06,2023-02-06
8217,2023-02-04,2023-02-04
58512,2023-02-28,2023-02-28
8778,2023-02-04,2023-02-04
59678,2023-02-28,2023-02-28
31515,2023-02-15,2023-02-15
46223,2023-02-22,2023-02-22
42067,2023-02-20,2023-02-20
46941,2023-02-22,2023-02-22
50073,2023-02-24,2023-02-24
47420,2023-02-23,2023-02-23
3061,2023-02-02,2023-02-02
47828,2023-02-23,2023-02-23
53985,2023-02-25,2023-02-25
34053,2023-02-16,2023-02-16
2848,2023-02-02,2023-02-02
53968,2023-02-25,2023-02-25
36368,2023-02-17,2023-02-17
45297,2023-02-22,2023-02-22
48768,2023-02-23,2023-02-23
45699,2023-02-22,2023-02-22
41367,2023-02-20,2023-02-20
25379,2023-02-12,2023-02-12
62238,2023-02-13,2023-02-13
11810,2023-02-06,2023-02-06
22590,2023-02-11,2023-02-11
52438,2023-02-25,2023-02-25
38396,2023-02-18,2023-02-18
53280,2023-02-25,2023-02-25
5426,2023-02-03,2023-02-03
64441,2023-02-26,2023-02-26
36686,2023-02-17,2023-02-17
11431,2023-02-06,2023-02-06
53300,2023-02-25,2023-02-25
17405,2023-02-09,2023-02-09
13212,2023-02-07,2023-02-07
52441,2023-02-25,2023-02-25
17102,2023-02-08,2023-02-08
21491,2023-02-10,2023-02-10
45901,2023-02-22,2023-02-22
46443,2023-02-22,2023-02-22
16638,2023-02-08,2023-02-08
51270,2023-02-24,2023-02-24
16989,2023-02-08,2023-02-08
33910,2023-02-16,2023-02-16
61309,2023-02-08,2023-02-08
29915,2023-02-14,2023-02-14
59637,2023-02-28,2023-02-28
10171,2023-02-05,2023-02-05
49589,2023-02-23,2023-02-23
58993,2023-02-28,2023-02-28
29414,2023-02-14,2023-02-14
36223,2023-02-17,2023-02-17
10015,2023-02-05,2023-02-05
2529,2023-02-02,2023-02-02
41454,2023-02-20,2023-02-20
38371,2023-02-18,2023-02-18
11597,2023-02-06,2023-02-06
42044,2023-02-20,2023-02-20
33569,2023-02-16,2023-02-16
2214,2023-02-01,2023-02-01
58718,2023-02-28,2023-02-28
49656,2023-02-23,2023-02-23
63469,2023-02-20,2023-02-20
53595,2023-02-25,2023-02-25
62045,2023-02-12,2023-02-12
4695,2023-02-02,2023-02-02
12641,2023-02-06,2023-02-06
42493,2023-02-20,2023-02-20
51840,2023-02-24,2023-02-24
29920,2023-02-14,2023-02-14
64754,2023-02-28,2023-02-28
15644,2023-02-08,2023-02-08
53232,2023-02-25,2023-02-25
64293,2023-02-25,2023-02-25
34227,2023-02-16,2023-02-16
10445,2023-02-05,2023-02-05
46499,2023-02-22,2023-02-22
21867,2023-02-10,2023-02-11
59812,2023-02-28,2023-02-28
42939,2023-02-21,2023-02-21
8839,2023-02-04,2023-02-04
31226,2023-02-15,2023-02-15
50562,2023-02-24,2023-02-24
36432,2023-02-17,2023-02-17
3746,2023-02-02,2023-02-02
35615,2023-02-17,2023-02-17
5401,2023-02-03,2023-02-03
53778,2023-02-25,2023-02-25
33926,2023-02-16,2023-02-16
22503,2023-02-04,2023-02-04
161,2023-02-01,2023-02-01
53278,2023-02-25,2023-02-25
50781,2023-02-24,2023-02-24
5242,2023-02-03,2023-02-03
6814,2023-02-03,2023-02-03
28031,2023-02-13,2023-02-13
39815,2023-02-19,2023-02-19
23089,2023-02-11,2023-02-11
37373,2023-02-17,2023-02-17
29594,2023-02-14,2023-02-14
22007,2023-02-10,2023-02-10
54624,2023-02-26,2023-02-26
24776,2023-02-12,2023-02-12
33580,2023-02-16,2023-02-16
23727,2023-02-11,2023-02-11
55136,2023-02-26,2023-02-26
56456,2023-02-27,2023-02-27
41718,2023-02-20,2023-02-20
7788,2023-02-04,2023-02-04
8920,2023-02-04,2023-02-05
20767,2023-02-10,2023-02-10
60654,2023-02-04,2023-02-04
1489,2023-02-01,2023-02-01
11966,2023-02-06,2023-02-06
48087,2023-02-23,2023-02-23
8198,2023-02-04,2023-02-04
1258,2023-02-01,2023-02-01
22143,2023-02-10,2023-02-10
58060,2023-02-28,2023-02-28
39811,2023-02-19,2023-02-19
12670,2023-02-07,2023-02-07
2892,2023-02-02,2023-02-02
27121,2023-02-13,2023-02-13
42296,2023-02-20,2023-02-20
4065,2023-02-02,2023-02-02
45799,2023-02-22,2023-02-22
20398,2023-02-10,2023-02-10
52216,2023-02-24,2023-02-24
25527,2023-02-12,2023-02-12
59747,2023-02-28,2023-02-28
3423,2023-02-02,2023-02-02
39351,2023-02-18,2023-02-18
50302,2023-02-24,2023-02-24
52064,2023-02-24,2023-02-24
46619,2023-02-22,2023-02-22
11020,2023-02-06,2023-02-06
23454,2023-02-11,2023-02-11
60188,2023-02-02,2023-02-02
54735,2023-02-26,2023-02-26
60742,2023-02-04,2023-02-04
5073,2023-02-03,2023-02-03
26753,2023-02-13,2023-02-13
3539,2023-02-02,2023-02-02
28882,2023-02-14,2023-02-14
23263,2023-02-11,2023-02-11
39593,2023-02-19,2023-02-19
59103,2023-02-28,2023-02-28
40641,2023-02-19,2023-02-19
49575,2023-02-23,2023-02-23
16765,2023-02-08,2023-02-08
44061,2023-02-21,2023-02-21
20299,2023-02-10,2023-02-10
36879,2023-02-17,2023-02-17
55646,2023-02-26,2023-02-26
52675,2023-02-25,2023-02-25
29729,2023-02-14,2023-02-14
27015,2023-02-13,2023-02-13
11840,2023-02-06,2023-02-06
2011,2023-02-01,2023-02-01
29735,2023-02-14,2023-02-14
52586,2023-02-25,2023-02-25
17311,2023-02-08,2023-02-08
12484,2023-02-06,2023-02-06
62212,2023-02-13,2023-02-13
25405,2023-02-12,2023-02-12
4200,2023-02-02,2023-02-02
23436,2023-02-11,2023-02-11
6311,2023-02-03,2023-02-03
8084,2023-02-04,2023-02-04
1716,2023-02-01,2023-02-01
22989,2023-02-11,2023-02-11
1398,2023-02-01,2023-02-01
11605,2023-02-06,2023-02-06
26461,2023-02-13,2023-02-13
63158,2023-02-18,2023-02-18
45257,2023-02-22,2023-02-22
42823,2023-02-20,2023-02-20
58785,2023-02-28,2023-02-28
894,2023-02-01,2023-02-01
21155,2023-02-10,2023-02-10
62591,2023-02-15,2023-02-15
51822,2023-02-24,2023-02-24
36310,2023-02-17,2023-02-17
48890,2023-02-23,2023-02-23
57125,2023-02-27,2023-02-27
45537,2023-02-22,2023-02-22
32507,2023-02-15,2023-02-15
31230,2023-02-15,2023-02-15
64704,2023-02-28,2023-02-28
56228,2023-02-27,2023-02-27
3389,2023-02-02,2023-02-02
35101,2023-02-16,2023-02-16
56499,2023-02-27,2023-02-27
26341,2023-02-13,2023-02-13
51821,2023-02-24,2023-02-24
51361,2023-02-24,2023-02-24
56259,2023-02-27,2023-02-27
60651,2023-02-04,2023-02-04
17186,2023-02-08,2023-02-08
1821,2023-02-01,2023-02-01
63479,2023-02-20,2023-02-20
33807,2023-02-16,2023-02-16
6272,2023-02-03,2023-02-03
54827,2023-02-26,2023-02-26
54170,2023-02-26,2023-02-26
5248,2023-02-03,2023-02-03
21863,2023-02-10,2023-02-10
23497,2023-02-11,2023-02-11
6454,2023-02-03,2023-02-03
30892,2023-02-15,2023-02-15
2167,2023-02-01,2023-02-01
10110,2023-02-05,2023-02-05
59575,2023-02-28,2023-02-28
33855,2023-02-16,2023-02-16
40994,2023-02-19,2023-02-19
52739,2023-02-25,2023-02-25
63994,2023-02-24,2023-02-24
2411,2023-02-02,2023-02-02
47,2023-02-01,2023-02-01
24686,2023-02-12,2023-02-12
22130,2023-02-10,2023-02-10
10280,2023-02-05,2023-02-05
62959,2023-02-17,2023-02-17
35932,2023-02-17,2023-02-17
45611,2023-02-22,2023-02-22
9626,2023-02-05,2023-02-05
10522,2023-02-06,2023-02-06
11443,2023-02-06,2023-02-06
51073,2023-02-24,2023-02-24
60350,2023-02-02,2023-02-02
10418,2023-02-05,2023-02-05
41950,2023-02-20,2023-02-20
44553,2023-02-21,2023-02-21
15897,2023-02-08,2023-02-08
61810,2023-02-10,2023-02-10
57599,2023-02-27,2023-02-27
61219,2023-02-07,2023-02-07
40941,2023-02-19,2023-02-19
21513,2023-02-10,2023-02-10
61970,2023-02-11,2023-02-11
1562,2023-02-01,2023-02-01
31648,2023-02-15,2023-02-15
58189,2023-02-28,2023-02-28
41014,2023-02-19,2023-02-19
44462,2023-02-21,2023-02-21
26090,2023-02-13,2023-02-13
2894,2023-02-02,2023-02-02
14839,2023-02-07,2023-02-07
15747,2023-02-08,2023-02-08
41659,2023-02-20,2023-02-20
18453,2023-02-09,2023-02-09
21533,2023-02-10,2023-02-10
11142,2023-02-06,2023-02-06
15609,2023-02-08,2023-02-08
23074,2023-02-11,2023-02-11
14813,2023-02-07,2023-02-07
10723,2023-02-06,2023-02-06
57563,2023-02-27,2023-02-27
27574,2023-02-13,2023-02-13
30336,2023-02-15,2023-02-15
23808,2023-02-11,2023-02-11
57443,2023-02-27,2023-02-27
37052,2023-02-17,2023-02-17
9043,2023-02-05,2023-02-05
25330,2023-02-12,2023-02-12
37022,2023-02-17,2023-02-17
50512,2023-02-24,2023-02-24
882,2023-02-01,2023-02-01
10626,2023-02-06,2023-02-06
60968,2023-02-05,2023-02-05
38250,2023-02-18,2023-02-18
369,2023-02-01,2023-02-01
45019,2023-02-21,2023-02-21
25552,2023-02-12,2023-02-12
47085,2023-02-22,2023-02-22
52532,2023-02-25,2023-02-25
11269,2023-02-06,2023-02-06
9756,2023-02-05,2023-02-05
1278,2023-02-01,2023-02-01
1649,2023-02-01,2023-02-01
54007,2023-02-25,2023-02-25
21189,2023-02-10,2023-02-10
33429,2023-02-16,2023-02-16
242,2023-02-01,2023-02-01
63908,2023-02-23,2023-02-23
3093,2023-02-02,2023-02-02
50929,2023-02-24,2023-02-24
60657,2023-02-04,2023-02-04
7333,2023-02-04,2023-02-04
37552,2023-02-17,2023-02-18
40073,2023-02-19,2023-02-19
9679,2023-02-05,2023-02-05
51008,2023-02-24,2023-02-24
10036,2023-02-05,2023-02-05
44144,2023-02-21,2023-02-21
51566,2023-02-24,2023-02-24
24895,2023-02-12,2023-02-12
51622,2023-02-24,2023-02-24
1732,2023-02-01,2023-02-01
27442,2023-02-13,2023-02-13
28590,2023-02-14,2023-02-14
37227,2023-02-17,2023-02-17
59879,2023-02-28,2023-02-28
64387,2023-02-26,2023-02-26
21818,2023-02-10,2023-02-10
46609,2023-02-22,2023-02-22
63679,2023-02-22,2023-02-22
60459,2023-02-03,2023-02-03
9032,2023-02-05,2023-02-05
23856,2023-02-11,2023-02-11
33439,2023-02-16,2023-02-16
14199,2023-02-07,2023-02-07
34953,2023-02-16,2023-02-16
26239,2023-02-13,2023-02-13
4787,2023-02-03,2023-02-03
8506,2023-02-04,2023-02-04
26722,2023-02-13,2023-02-13
37100,2023-02-17,2023-02-17
43167,2023-02-21,2023-02-21
22976,2023-02-11,2023-02-11
6327,2023-02-03,2023-02-03
28281,2023-02-14,2023-02-14
58700,2023-02-28,2023-02-28
28576,2023-02-14,2023-02-14
16098,2023-02-08,2023-02-08
30876,2023-02-15,2023-02-15
25018,2023-02-12,2023-02-12
14747,2023-02-07,2023-02-07
60053,2023-02-01,2023-02-01
25876,2023-02-12,2023-02-12
15732,2023-02-08,2023-02-08
42288,2023-02-20,2023-02-20
64235,2023-02-25,2023-02-25
26021,2023-02-13,2023-02-13
60320,2023-02-02,2023-02-02
38101,2023-02-18,2023-02-18
4523,2023-02-02,2023-02-02
54760,2023-02-26,2023-02-26
16539,2023-02-08,2023-02-08
18079,2023-02-09,2023-02-09
58001,2023-02-28,2023-02-28
34510,2023-02-16,2023-02-16
63565,2023-02-21,2023-02-21
35542,2023-02-17,2023-02-17
1423,2023-02-01,2023-02-01
39585,2023-02-19,2023-02-19
40082,2023-02-19,2023-02-19
51091,2023-02-24,2023-02-24
31100,2023-02-15,2023-02-15
57458,2023-02-27,2023-02-27
15533,2023-02-08,2023-02-08
18106,2023-02-09,2023-02-09
2641,2023-02-02,2023-02-02
40040,2023-02-19,2023-02-19
21074,2023-02-10,2023-02-10
56841,2023-02-27,2023-02-27
52302,2023-02-25,2023-02-25
25609,2023-02-12,2023-02-12
41032,2023-02-19,2023-02-19
6990,2023-02-03,2023-02-03
35027,2023-02-16,2023-02-16
57516,2023-02-27,2023-02-27
55873,2023-02-27,2023-02-27
3192,2023-02-02,2023-02-02
9450,2023-02-05,2023-02-05
46758,2023-02-22,2023-02-22
25718,2023-02-12,2023-02-12
1756,2023-02-01,2023-02-01
50314,2023-02-24,2023-02-24
27593,2023-02-13,2023-02-13
47906,2023-02-23,2023-02-23
57031,2023-02-27,2023-02-27
25762,2023-02-12,2023-02-12
28374,2023-02-14,2023-02-14
60592,2023-02-03,2023-02-03
6869,2023-02-03,2023-02-03
46739,2023-02-22,2023-02-22
30191,2023-02-14,2023-02-14
39595,2023-02-19,2023-02-19
30276,2023-02-14,2023-02-14
10576,2023-02-06,2023-02-06
11115,2023-02-06,2023-02-06
22314,2023-02-11,2023-02-11
31087,2023-02-15,2023-02-15
26941,2023-02-13,2023-02-13
10420,2023-02-05,2023-02-05
38679,2023-02-18,2023-02-18
60189,2023-02-02,2023-02-02
56661,2023-02-27,2023-02-27
18593,2023-02-09,2023-02-09
49927,2023-02-24,2023-02-24
33001,2023-02-16,2023-02-16
7373,2023-02-04,2023-02-04
61174,2023-02-07,2023-02-07
24135,2023-02-11,2023-02-11
22637,2023-02-11,2023-02-11
9351,2023-02-05,2023-02-05
41196,2023-02-19,2023-02-19
23437,2023-02-11,2023-02-11
50209,2023-02-24,2023-02-24
30977,2023-02-15,2023-02-15
41305,2023-02-20,2023-02-20
33994,2023-02-16,2023-02-16
49376,2023-02-23,2023-02-23
3532,2023-02-02,2023-02-02
12824,2023-02-07,2023-02-07
57484,2023-02-27,2023-02-27
16884,2023-02-08,2023-02-08
11593,2023-02-06,2023-02-06
47412,2023-02-23,2023-02-23
38252,2023-02-18,2023-02-18
21277,2023-02-10,2023-02-10
19401,2023-02-09,2023-02-09
24911,2023-02-12,2023-02-12
41577,2023-02-20,2023-02-20
2717,2023-02-02,2023-02-02
19078,2023-02-09,2023-02-09
36138,2023-02-17,2023-02-17
28259,2023-02-14,2023-02-14
2287,2023-02-01,2023-02-01
44710,2023-02-21,2023-02-21
26905,2023-02-13,2023-02-13
17633,2023-02-09,2023-02-09
24586,2023-02-12,2023-02-12
47702,2023-02-23,2023-02-23
13642,2023-02-07,2023-02-07
22732,2023-02-11,2023-02-11
8792,2023-02-04,2023-02-04
8660,2023-02-04,2023-02-04
7228,2023-02-03,2023-02-03
40182,2023-02-19,2023-02-19
23393,2023-02-11,2023-02-11
10863,2023-02-06,2023-02-06
2046,2023-02-01,2023-02-01
28218,2023-02-14,2023-02-14
37794,2023-02-18,2023-02-18
26109,2023-02-13,2023-02-13
30377,2023-02-15,2023-02-15
4991,2023-02-03,2023-02-03
62630,2023-02-15,2023-02-15
46581,2023-02-22,2023-02-22
46336,2023-02-22,2023-02-22
44618,2023-02-21,2023-02-21
5100,2023-02-03,2023-02-03
50973,2023-02-24,2023-02-24
27880,2023-02-13,2023-02-13
35711,2023-02-17,2023-02-17
47592,2023-02-23,2023-02-23
36301,2023-02-17,2023-02-17
9063,2023-02-05,2023-02-05
11090,2023-02-06,2023-02-06
10024,2023-02-05,2023-02-05
13596,2023-02-07,2023-02-07
10778,2023-02-06,2023-02-06
14958,2023-02-08,2023-02-08
1947,2023-02-01,2023-02-01
34426,2023-02-16,2023-02-16
8883,2023-02-04,2023-02-04
53672,2023-02-25,2023-02-25
32312,2023-02-15,2023-02-15
23394,2023-02-11,2023-02-11
58973,2023-02-28,2023-02-28
57794,2023-02-27,2023-02-27
40851,2023-02-19,2023-02-19
48226,2023-02-23,2023-02-23
18876,2023-02-09,2023-02-09
46953,2023-02-22,2023-02-22
51984,2023-02-24,2023-02-24
21965,2023-02-10,2023-02-10
44839,2023-02-21,2023-02-21
7764,2023-02-04,2023-02-04
52596,2023-02-25,2023-02-25
59908,2023-02-28,2023-02-28
56007,2023-02-27,2023-02-27
54925,2023-02-26,2023-02-26
26795,2023-02-13,2023-02-13
50686,2023-02-24,2023-02-24
56571,2023-02-27,2023-02-27
17155,2023-02-08,2023-02-08
58931,2023-02-28,2023-02-28
10375,2023-02-05,2023-02-05
22444,2023-02-11,2023-02-11
41155,2023-02-19,2023-02-19
63540,2023-02-21,2023-02-21
21744,2023-02-10,2023-02-10
34939,2023-02-16,2023-02-16
45557,2023-02-22,2023-02-22
9475,2023-02-05,2023-02-05
59779,2023-02-28,2023-02-28
24650,2023-02-12,2023-02-12
48483,2023-02-23,2023-02-23
48744,2023-02-23,2023-02-23
36403,2023-02-17,2023-02-17
20004,2023-02-10,2023-02-10
15370,2023-02-08,2023-02-08
57704,2023-02-27,2023-02-27
59953,2023-02-28,2023-02-28
24809,2023-02-12,2023-02-12
22709,2023-02-11,2023-02-11
25576,2023-02-12,2023-02-12
30885,2023-02-15,2023-02-15
33524,2023-02-16,2023-02-16
20064,2023-02-10,2023-02-10
26876,2023-02-13,2023-02-13
26627,2023-02-13,2023-02-13
53276,2023-02-25,2023-02-25
6403,2023-02-03,2023-02-03
44789,2023-02-21,2023-02-21
10093,2023-02-05,2023-02-05
9676,2023-02-05,2023-02-05
322,2023-02-01,2023-02-01
38239,2023-02-18,2023-02-18
39024,2023-02-18,2023-02-18
41553,2023-02-20,2023-02-20
46167,2023-02-22,2023-02-22
61311,2023-02-08,2023-02-08
57769,2023-02-27,2023-02-27
33889,2023-02-16,2023-02-16
7000,2023-02-03,2023-02-03
45668,2023-02-22,2023-02-22
51071,2023-02-24,2023-02-24
42425,2023-02-20,2023-02-20
45748,2023-02-22,2023-02-22
13429,2023-02-07,2023-02-07
39045,2023-02-18,2023-02-18
42224,2023-02-20,2023-02-20
39526,2023-02-18,2023-02-18
33649,2023-02-16,2023-02-16
7286,2023-02-03,2023-02-03
17477,2023-02-09,2023-02-09
64349,2023-02-25,2023-02-25
47967,2023-02-23,2023-02-23
40259,2023-02-19,2023-02-19
11051,2023-02-06,2023-02-06
24632,2023-02-12,2023-02-12
5595,2023-02-03,2023-02-03
51992,2023-02-24,2023-02-24
2360,2023-02-01,2023-02-01
687,2023-02-01,2023-02-01
7562,2023-02-04,2023-02-04
58485,2023-02-28,2023-02-28
23734,2023-02-11,2023-02-11
53566,2023-02-25,2023-02-25
47347,2023-02-22,2023-02-22
31503,2023-02-15,2023-02-15
20863,2023-02-10,2023-02-10
7087,2023-02-03,2023-02-03
44300,2023-02-21,2023-02-21
29663,2023-02-14,2023-02-14
24188,2023-02-11,2023-02-11
38289,2023-02-18,2023-02-18
45657,2023-02-22,2023-02-22
62596,2023-02-15,2023-02-15
43682,2023-02-21,2023-02-21
31885,2023-02-15,2023-02-15
53220,2023-02-25,2023-02-25
50838,2023-02-24,2023-02-24
14989,2023-02-08,2023-02-08
60472,2023-02-03,2023-02-03
10423,2023-02-05,2023-02-05
36807,2023-02-17,2023-02-17
36151,2023-02-17,2023-02-17
54214,2023-02-26,2023-02-26
58633,2023-02-28,2023-02-28
5107,2023-02-03,2023-02-03
51152,2023-02-24,2023-02-24
56122,2023-02-27,2023-02-27
33291,2023-02-16,2023-02-16
60346,2023-02-02,2023-02-02
58061,2023-02-28,2023-02-28
11010,2023-02-06,2023-02-06
1689,2023-02-01,2023-02-01
54230,2023-02-26,2023-02-26
42153,2023-02-20,2023-02-20
55677,2023-02-26,2023-02-26
10932,2023-02-06,2023-02-06
57583,2023-02-27,2023-02-27
33891,2023-02-16,2023-02-16
26797,2023-02-13,2023-02-13
39862,2023-02-19,2023-02-19
43296,2023-02-21,2023-02-21
13636,2023-02-07,2023-02-07
28716,2023-02-14,2023-02-14
46408,2023-02-22,2023-02-22
63006,2023-02-17,2023-02-17
26543,2023-02-13,2023-02-13
17309,2023-02-08,2023-02-08
1387,2023-02-01,2023-02-01
38498,2023-02-18,2023-02-18
8799,2023-02-04,2023-02-04
60270,2023-02-02,2023-02-02
25442,2023-02-12,2023-02-12
11228,2023-02-06,2023-02-06
58011,2023-02-28,2023-02-28
28898,2023-02-14,2023-02-14
37024,2023-02-17,2023-02-17
3516,2023-02-02,2023-02-02
60047,2023-02-01,2023-02-01
24579,2023-02-12,2023-02-12
60914,2023-02-05,2023-02-05
52582,2023-02-25,2023-02-25
5688,2023-02-03,2023-02-03
42208,2023-02-20,2023-02-20
38549,2023-02-18,2023-02-18
26554,2023-02-13,2023-02-13
21923,2023-02-10,2023-02-10
15276,2023-02-08,2023-02-08
33213,2023-02-16,2023-02-16
57240,2023-02-27,2023-02-27
29853,2023-02-14,2023-02-14
2562,2023-02-02,2023-02-02
31453,2023-02-15,2023-02-15
40632,2023-02-19,2023-02-19
6671,2023-02-03,2023-02-03
17608,2023-02-09,2023-02-09
54601,2023-02-26,2023-02-26
33259,2023-02-16,2023-02-16
32130,2023-02-15,2023-02-15
36096,2023-02-17,2023-02-17
42269,2023-02-20,2023-02-20
25827,2023-02-12,2023-02-12
62236,2023-02-13,2023-02-13
17387,2023-02-09,2023-02-09
11863,2023-02-06,2023-02-06
15058,2023-02-08,2023-02-08
35455,2023-02-17,2023-02-17
23876,2023-02-11,2023-02-11
10455,2023-02-05,2023-02-05
19821,2023-02-10,2023-02-10
55848,2023-02-27,2023-02-27
39902,2023-02-19,2023-02-19
54500,2023-02-26,2023-02-26
60083,2023-02-01,2023-02-01
9413,2023-02-05,2023-02-05
29944,2023-02-14,2023-02-14
4511,2023-02-02,2023-02-02
4488,2023-02-02,2023-02-02
31333,2023-02-15,2023-02-15
25771,2023-02-12,2023-02-12
37101,2023-02-17,2023-02-17
26868,2023-02-13,2023-02-13
36447,2023-02-17,2023-02-17
6045,2023-02-03,2023-02-03
17401,2023-02-09,2023-02-09
31607,2023-02-15,2023-02-15
63880,2023-02-23,2023-02-23
53377,2023-02-25,2023-02-25
7266,2023-02-03,2023-02-03
19444,2023-02-09,2023-02-09
9245,2023-02-05,2023-02-05
23557,2023-02-11,2023-02-11
53206,2023-02-25,2023-02-25
6170,2023-02-03,2023-02-03
9085,2023-02-05,2023-02-05
43151,2023-02-21,2023-02-21
56627,2023-02-27,2023-02-27
3716,2023-02-02,2023-02-02
53936,2023-02-25,2023-02-25
43617,2023-02-21,2023-02-21
8965,2023-02-05,2023-02-05
38436,2023-02-18,2023-02-18
36616,2023-02-17,2023-02-17
64353,2023-02-25,2023-02-25
462,2023-02-01,2023-02-01
2166,2023-02-01,2023-02-01
56494,2023-02-27,2023-02-27
26499,2023-02-13,2023-02-13
36587,2023-02-17,2023-02-17
45861,2023-02-22,2023-02-22
49501,2023-02-23,2023-02-23
39434,2023-02-18,2023-02-18
32135,2023-02-15,2023-02-15
46800,2023-02-22,2023-02-22
45247,2023-02-22,2023-02-22
7015,2023-02-03,2023-02-03
61029,2023-02-06,2023-02-06
30996,2023-02-15,2023-02-15
36670,2023-02-17,2023-02-17
22759,2023-02-11,2023-02-11
64118,2023-02-24,2023-02-24
51119,2023-02-24,2023-02-24
22481,2023-02-11,2023-02-11
57185,2023-02-27,2023-02-27
6391,2023-02-03,2023-02-03
44940,2023-02-21,2023-02-21
337,2023-02-01,2023-02-01
15839,2023-02-08,2023-02-08
14853,2023-02-07,2023-02-07
64223,2023-02-25,2023-02-25
54957,2023-02-26,2023-02-26
20414,2023-02-10,2023-02-10
17986,2023-02-09,2023-02-09
14720,2023-02-07,2023-02-07
587,2023-02-01,2023-02-01
32481,2023-02-15,2023-02-15
23256,2023-02-11,2023-02-11
33356,2023-02-16,2023-02-16
60720,2023-02-04,2023-02-04
22339,2023-02-11,2023-02-11
6007,2023-02-03,2023-02-03
5079,2023-02-03,2023-02-03
19973,2023-02-10,2023-02-10
37595,2023-02-17,2023-02-17
27675,2023-02-13,2023-02-13
14827,2023-02-07,2023-02-07
48428,2023-02-23,2023-02-23
24084,2023-02-11,2023-02-11
24979,2023-02-12,2023-02-12
56408,2023-02-27,2023-02-27
49688,2023-02-23,2023-02-23
9533,2023-02-05,2023-02-05
15180,2023-02-08,2023-02-08
18867,2023-02-09,2023-02-09
61334,2023-02-08,2023-02-08
13062,2023-02-07,2023-02-07
48653,2023-02-23,2023-02-23
50871,2023-02-24,2023-02-24
31530,2023-02-15,2023-02-15
43254,2023-02-21,2023-02-21
57702,2023-02-27,2023-02-27
51220,2023-02-24,2023-02-24
23538,2023-02-11,2023-02-11
18540,2023-02-09,2023-02-09
25188,2023-02-12,2023-02-12
40135,2023-02-19,2023-02-19
8478,2023-02-04,2023-02-04
54470,2023-02-26,2023-02-26
63571,2023-02-21,2023-02-21
7828,2023-02-04,2023-02-04
26292,2023-02-13,2023-02-13
23269,2023-02-11,2023-02-11
32784,2023-02-16,2023-02-16
56927,2023-02-27,2023-02-27
30865,2023-02-15,2023-02-15
14984,2023-02-08,2023-02-08
43003,2023-02-21,2023-02-21
46484,2023-02-22,2023-02-22
24506,2023-02-12,2023-02-12
41429,2023-02-20,2023-02-20
60021,2023-02-01,2023-02-01
23511,2023-02-11,2023-02-11
28306,2023-02-14,2023-02-14
18180,2023-02-09,2023-02-09
23541,2023-02-11,2023-02-11
26271,2023-02-13,2023-02-13
50287,2023-02-24,2023-02-24
50219,2023-02-24,2023-02-24
46816,2023-02-22,2023-02-22
18553,2023-02-09,2023-02-09
56787,2023-02-27,2023-02-27
63955,2023-02-23,2023-02-23
31439,2023-02-15,2023-02-15
59218,2023-02-28,2023-02-28
19094,2023-02-09,2023-02-09
7905,2023-02-04,2023-02-04
29228,2023-02-14,2023-02-14
10109,2023-02-05,2023-02-05
22545,2023-02-11,2023-02-11
61137,2023-02-07,2023-02-07
15960,2023-02-08,2023-02-08
48714,2023-02-23,2023-02-23
12251,2023-02-06,2023-02-06
60925,2023-02-05,2023-02-05
22157,2023-02-10,2023-02-10
32722,2023-02-16,2023-02-16
14987,2023-02-08,2023-02-08
7207,2023-02-03,2023-02-03
44636,2023-02-21,2023-02-21
25159,2023-02-12,2023-02-12
25474,2023-02-12,2023-02-12
30462,2023-02-15,2023-02-15
33654,2023-02-16,2023-02-16
30262,2023-02-14,2023-02-14
63857,2023-02-23,2023-02-23
37086,2023-02-17,2023-02-17
54296,2023-02-26,2023-02-26
40507,2023-02-19,2023-02-19
14460,2023-02-07,2023-02-07
44278,2023-02-21,2023-02-21
26167,2023-02-13,2023-02-13
32913,2023-02-16,2023-02-16
20395,2023-02-10,2023-02-10
31894,2023-02-15,2023-02-15
15247,2023-02-08,2023-02-08
20612,2023-02-10,2023-02-10
33942,2023-02-16,2023-02-16
44821,2023-02-21,2023-02-21
107,2023-02-01,2023-02-01
6022,2023-02-03,2023-02-03
30917,2023-02-15,2023-02-15
20784,2023-02-10,2023-02-10
25838,2023-02-12,2023-02-12
58391,2023-02-28,2023-02-28
14901,2023-02-07,2023-02-07
53789,2023-02-25,2023-02-25
28269,2023-02-14,2023-02-14
3186,2023-02-02,2023-02-03
37708,2023-02-18,2023-02-18
50552,2023-02-24,2023-02-24
2650,2023-02-02,2023-02-02
26640,2023-02-13,2023-02-13
63879,2023-02-23,2023-02-23
17266,2023-02-08,2023-02-08
13126,2023-02-07,2023-02-07
47541,2023-02-23,2023-02-23
21417,2023-02-10,2023-02-10
11702,2023-02-06,2023-02-06
7412,2023-02-04,2023-02-04
11850,2023-02-06,2023-02-06
52246,2023-02-25,2023-02-25
45786,2023-02-22,2023-02-22
23865,2023-02-11,2023-02-11
1852,2023-02-01,2023-02-01
15317,2023-02-08,2023-02-08
2863,2023-02-02,2023-02-02
530,2023-02-01,2023-02-01
63055,2023-02-17,2023-02-17
35034,2023-02-16,2023-02-16
295,2023-02-01,2023-02-01
